graph,matrix type,start nodes proportion,query,method,run number,execution time in sec
pizza,lil,0.1,disjointWith*,bfs,21,2.279899542219937
pizza,lil,0.1,disjointWith*,tensor,22,1.5224892501719296
pizza,lil,0.1,disjointWith*,bfs,22,2.286704041995108
pizza,lil,0.1,disjointWith*,tensor,23,1.5191003330983222
pizza,lil,0.1,disjointWith*,bfs,23,2.2458568327128887
pizza,lil,0.1,disjointWith*,tensor,24,1.5392606668174267
pizza,lil,0.1,disjointWith*,bfs,24,2.152511625085026
pizza,lil,0.1,disjointWith*,tensor,25,1.6231324579566717
pizza,lil,0.1,disjointWith*,bfs,25,2.2640131670050323
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,1,4.685755833052099
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,1,1.4573156251572073
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,2,4.76603954192251
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,2,1.4520465419627726
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,3,4.79012966575101
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,3,1.4468743749894202
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,4,4.781742374878377
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,4,1.5474042501300573
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,5,4.682897583115846
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,5,1.5158389578573406
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,6,4.776603625155985
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,6,1.4377716248854995
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,7,4.76981612527743
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,7,1.5498492498882115
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,8,4.714847874827683
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,8,1.53559416718781
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,9,4.78098104102537
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,9,1.4502366250380874
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,10,4.797088708262891
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,10,1.4464223748072982
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,11,4.76878408389166
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,11,1.5479926657862961
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,12,4.708165832795203
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,12,1.513330124784261
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,13,4.749025291763246
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,13,1.453817915637046
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,14,4.803840958978981
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,14,1.5501717911101878
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,15,4.708885834086686
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,15,1.5167919578962028
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,16,4.7480289582163095
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,16,1.452085875440389
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,17,4.770531457848847
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,17,1.5082715419121087
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,18,4.678042874671519
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,18,1.5251413332298398
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,19,4.7443698332645
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,19,1.4461758341640234
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,20,4.756903750356287
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,20,1.4799868343397975
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,21,4.776284290943295
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,21,1.5378908747807145
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,22,4.700186708010733
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,22,1.511005874723196
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,23,4.782412082888186
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,23,1.4428177499212325
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,24,4.895991542376578
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,24,1.5445171250030398
pizza,dok,0.1,(disjointWith | type)* subClassOf,tensor,25,4.671610875055194
pizza,dok,0.1,(disjointWith | type)* subClassOf,bfs,25,1.5254137078300118
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,1,9.792975875083357
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,1,1.5735740838572383
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,2,9.869555708020926
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,2,1.681013584136963
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,3,9.94008924998343
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,3,1.580130583140999
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,4,9.960384249687195
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,4,1.5859713340178132
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,5,9.871226292103529
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,5,1.6676656249910593
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,6,9.830653250217438
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,6,1.5874732499942183
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,7,9.939963708166033
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,7,1.678321833256632
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,8,9.892078458331525
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,8,1.578497041016817
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,9,9.89582125004381
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,9,1.5793057922273874
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,10,9.879020791966468
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,10,1.6622913340106606
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,11,9.920019625220448
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,11,1.583411458414048
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,12,9.944517792202532
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,12,1.690399166662246
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,13,9.814374333247542
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,13,1.6375072090886533
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,14,9.895565332844853
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,14,1.58423937484622
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,15,9.932258499786258
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,15,1.666863165795803
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,16,9.868986540939659
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,16,1.578480958007276
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,17,9.892418374773115
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,17,1.681458709295839
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,18,9.894684709142894
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,18,1.6398948752321303
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,19,9.900555874686688
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,19,1.584137249737978
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,20,9.903625166974962
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,20,1.6686144578270614
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,21,9.888173792045563
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,21,1.5828232080675662
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,22,9.908137458842248
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,22,1.6752083748579025
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,23,9.814386791549623
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,23,1.6431683329865336
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,24,9.905576416756958
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,24,1.5835118750110269
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,tensor,25,9.883066208101809
pizza,dok,0.1,(subClassOf | onProperty)+ disjointWith*,bfs,25,1.6671129171736538
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,1,19.87763937469572
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,1,1.8798500839620829
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,2,19.8851127079688
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,2,1.9684620420448482
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,3,19.865561458747834
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,3,1.8814121247269213
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,4,19.934778457973152
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,4,1.9416596251539886
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,5,19.911946416832507
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,5,1.8761572088114917
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,6,19.867181624751538
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,6,1.9438666249625385
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,7,19.919226750265807
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,7,1.9464400419965386
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,8,19.86407533288002
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,8,1.883552750106901
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,9,19.95119620906189
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,9,1.9806588338688016
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,10,19.992592208553106
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,10,1.8808922921307385
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,11,19.97465570922941
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,11,1.9842050829902291
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,12,20.10867766663432
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,12,1.8859737496823072
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,13,19.91641491698101
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,13,1.982815584167838
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,14,19.938833999913186
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,14,1.8817136250436306
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,15,19.89962966600433
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,15,1.984084707684815
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,16,19.831863582599908
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,16,1.8817255841568112
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,17,19.877471208106726
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,17,1.974064250010997
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,18,19.90729087498039
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,18,1.8839680827222764
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,19,19.85068279178813
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,19,1.9713714169338346
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,20,19.868603290989995
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,20,1.9010794581845403
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,21,19.86795329209417
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,21,1.9731070422567427
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,22,19.85700725018978
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,22,1.8792138332501054
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,23,19.87025116663426
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,23,1.9664578749798238
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,24,19.843814166728407
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,24,1.8822214575484395
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,25,19.88554379204288
pizza,dok,0.1,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,25,1.944120042026043
pizza,dok,0.1,disjointWith*,tensor,1,1.5760719999670982
pizza,dok,0.1,disjointWith*,bfs,1,1.1058950000442564
pizza,dok,0.1,disjointWith*,tensor,2,1.605759291909635
pizza,dok,0.1,disjointWith*,bfs,2,1.104356458876282
pizza,dok,0.1,disjointWith*,tensor,3,1.605294874869287
pizza,dok,0.1,disjointWith*,bfs,3,1.10673604067415
pizza,dok,0.1,disjointWith*,tensor,4,1.6023037089034915
pizza,dok,0.1,disjointWith*,bfs,4,1.1074768751859665
pizza,dok,0.1,disjointWith*,tensor,5,1.5692095421254635
pizza,dok,0.1,disjointWith*,bfs,5,1.206056083086878
pizza,dok,0.1,disjointWith*,tensor,6,1.509449209086597
pizza,dok,0.1,disjointWith*,bfs,6,1.2057604999281466
pizza,dok,0.1,disjointWith*,tensor,7,1.51774320891127
pizza,dok,0.1,disjointWith*,bfs,7,1.1911029578186572
pizza,dok,0.1,disjointWith*,tensor,8,1.5131179583258927
pizza,dok,0.1,disjointWith*,bfs,8,1.17752870824188
pizza,dok,0.1,disjointWith*,tensor,9,1.5718298749998212
pizza,dok,0.1,disjointWith*,bfs,9,1.1065030409954488
pizza,dok,0.1,disjointWith*,tensor,10,1.6125092911534011
pizza,dok,0.1,disjointWith*,bfs,10,1.1070903749205172
pizza,dok,0.1,disjointWith*,tensor,11,1.6078733750618994
pizza,dok,0.1,disjointWith*,bfs,11,1.1069699577055871
pizza,dok,0.1,disjointWith*,tensor,12,1.5867443326860666
pizza,dok,0.1,disjointWith*,bfs,12,1.1672735419124365
pizza,dok,0.1,disjointWith*,tensor,13,1.5135989589616656
pizza,dok,0.1,disjointWith*,bfs,13,1.205969292204827
pizza,dok,0.1,disjointWith*,tensor,14,1.5103252083063126
pizza,dok,0.1,disjointWith*,bfs,14,1.205796332564205
pizza,dok,0.1,disjointWith*,tensor,15,1.511251290794462
pizza,dok,0.1,disjointWith*,bfs,15,1.1948652500286698
pizza,dok,0.1,disjointWith*,tensor,16,1.5088456673547626
pizza,dok,0.1,disjointWith*,bfs,16,1.1757577918469906
pizza,dok,0.1,disjointWith*,tensor,17,1.5077392919920385
pizza,dok,0.1,disjointWith*,bfs,17,1.1699575004167855
pizza,dok,0.1,disjointWith*,tensor,18,1.576379083096981
pizza,dok,0.1,disjointWith*,bfs,18,1.1040186658501625
pizza,dok,0.1,disjointWith*,tensor,19,1.6091833338141441
pizza,dok,0.1,disjointWith*,bfs,19,1.1136248749680817
pizza,dok,0.1,disjointWith*,tensor,20,1.6030239998362958
pizza,dok,0.1,disjointWith*,bfs,20,1.1076334593817592
pizza,dok,0.1,disjointWith*,tensor,21,1.5896762912161648
pizza,dok,0.1,disjointWith*,bfs,21,1.1059594582766294
pizza,dok,0.1,disjointWith*,tensor,22,1.58461529109627
pizza,dok,0.1,disjointWith*,bfs,22,1.1695041665807366
pizza,dok,0.1,disjointWith*,tensor,23,1.5116901672445238
pizza,dok,0.1,disjointWith*,bfs,23,1.205043291207403
pizza,dok,0.1,disjointWith*,tensor,24,1.5147090000100434
pizza,dok,0.1,disjointWith*,bfs,24,1.1986094168387353
pizza,dok,0.1,disjointWith*,tensor,25,1.5051673748530447
pizza,dok,0.1,disjointWith*,bfs,25,1.1904964172281325
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,1,5.160229832865298
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,1,2.511264415923506
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,2,5.184592166915536
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,2,2.50757999997586
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,3,5.16212174994871
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,3,2.511278084013611
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,4,5.125886583700776
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,4,2.569816082715988
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,5,5.064221207983792
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,5,2.6091598751954734
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,6,5.102405291981995
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,6,2.5858056247234344
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,7,5.118421624880284
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,7,2.512802249751985
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,8,5.153258667327464
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,8,2.518828459084034
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,9,5.161940082907677
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,9,2.518012832850218
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,10,5.123269374947995
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,10,2.617133834399283
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,11,5.063976250123233
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,11,2.5872377497144043
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,12,5.139810416847467
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,12,2.5074085406959057
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,13,5.170266500208527
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,13,2.5107973753474653
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,14,5.149702666793019
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,14,2.4967310000211
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,15,5.15947191696614
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,15,2.565738540608436
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,16,5.048972750082612
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,16,2.611339459195733
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,17,5.079155416227877
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,17,2.583862917032093
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,18,5.125151374842972
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,18,2.514389082789421
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,19,5.1596897090785205
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,19,2.5131533751264215
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,20,5.158615458291024
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,20,2.5174581250175834
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,21,5.132573874667287
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,21,2.611751874908805
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,22,5.094939959235489
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,22,2.6073653753846884
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,23,5.128033041022718
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,23,2.5076562501490116
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,24,5.185306459199637
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,24,2.5030819582752883
pizza,csr,0.2,(disjointWith | type)* subClassOf,tensor,25,5.184175082948059
pizza,csr,0.2,(disjointWith | type)* subClassOf,bfs,25,2.512506540864706
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,1,11.056398374959826
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,1,3.2730951253324747
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,2,10.981972958426923
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,2,3.2220875839702785
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,3,11.033270042389631
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,3,3.1717333332635462
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,4,11.041247915942222
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,4,3.1704584173858166
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,5,11.067749375011772
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,5,3.271548124961555
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,6,11.074397874996066
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,6,3.17962883412838
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,7,11.022441292181611
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,7,3.171902374830097
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,8,11.05611433275044
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,8,3.2774699167348444
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,9,11.065301875118166
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,9,3.26582954172045
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,10,11.060840708203614
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,10,3.1857546670362353
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,11,11.094193917233497
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,11,3.163237084168941
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,12,11.039300582837313
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,12,3.2669515409506857
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,13,10.979408000130206
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,13,3.2398725422099233
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,14,11.073102708905935
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,14,3.172975459136069
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,15,11.092296374961734
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,15,3.2342727086506784
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,16,10.995909958146513
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,16,3.2559572090394795
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,17,11.088123332709074
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,17,3.1538181672804058
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,18,11.070188541896641
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,18,3.1741004581563175
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,19,11.05768704181537
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,19,3.2619115002453327
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,20,10.981393500231206
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,20,3.2525653750635684
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,21,11.086329749785364
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,21,3.1627010833472013
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,22,11.062217750120908
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,22,3.1562922499142587
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,23,11.040896291844547
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,23,3.2687347498722374
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,24,11.066866875160486
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,24,3.174926958978176
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,tensor,25,11.04949479084462
pizza,csr,0.2,(subClassOf | onProperty)+ disjointWith*,bfs,25,3.162994250189513
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,1,20.278721541166306
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,1,4.0819326671771705
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,2,20.35315741598606
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,2,3.975726999808103
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,3,20.320034333039075
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,3,4.020459874998778
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,4,20.20411358308047
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,4,4.088851624634117
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,5,20.25029379222542
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,5,3.9979622079990804
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,6,20.304124666377902
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,6,4.094027333892882
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,7,20.206026958301663
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,7,4.053551624994725
pizza,csr,0.2,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,8,20.28037670813501
