graph,matrix type,start nodes proportion,query,method,run number,execution time in sec
pizza,lil,0.4,disjointWith*,tensor,8,2.7817461248487234
pizza,lil,0.4,disjointWith*,bfs,8,4.683345042169094
pizza,lil,0.4,disjointWith*,tensor,9,2.764568833168596
pizza,lil,0.4,disjointWith*,bfs,9,4.578662917017937
pizza,lil,0.4,disjointWith*,tensor,10,2.778174417093396
pizza,lil,0.4,disjointWith*,bfs,10,4.676654083188623
pizza,lil,0.4,disjointWith*,tensor,11,2.7578967907465994
pizza,lil,0.4,disjointWith*,bfs,11,4.608650750014931
pizza,lil,0.4,disjointWith*,tensor,12,2.7901195832528174
pizza,lil,0.4,disjointWith*,bfs,12,4.664692957885563
pizza,lil,0.4,disjointWith*,tensor,13,2.817742249928415
pizza,lil,0.4,disjointWith*,bfs,13,4.654475291725248
pizza,lil,0.4,disjointWith*,tensor,14,2.7856480828486383
pizza,lil,0.4,disjointWith*,bfs,14,4.719001082703471
pizza,lil,0.4,disjointWith*,tensor,15,2.7552717085927725
pizza,lil,0.4,disjointWith*,bfs,15,4.600398584268987
pizza,lil,0.4,disjointWith*,tensor,16,2.780433709267527
pizza,lil,0.4,disjointWith*,bfs,16,4.756737374700606
pizza,lil,0.4,disjointWith*,tensor,17,2.755005917046219
pizza,lil,0.4,disjointWith*,bfs,17,4.686655125115067
pizza,lil,0.4,disjointWith*,tensor,18,2.7752946661785245
pizza,lil,0.4,disjointWith*,bfs,18,4.721562749706209
pizza,lil,0.4,disjointWith*,tensor,19,2.774684375151992
pizza,lil,0.4,disjointWith*,bfs,19,4.667444790713489
pizza,lil,0.4,disjointWith*,tensor,20,2.78411208325997
pizza,lil,0.4,disjointWith*,bfs,20,4.701254874933511
pizza,lil,0.4,disjointWith*,tensor,21,2.788751707877964
pizza,lil,0.4,disjointWith*,bfs,21,4.637819041963667
pizza,lil,0.4,disjointWith*,tensor,22,2.7799305841326714
pizza,lil,0.4,disjointWith*,bfs,22,4.7121079582720995
pizza,lil,0.4,disjointWith*,tensor,23,2.7577400831505656
pizza,lil,0.4,disjointWith*,bfs,23,4.617331417277455
pizza,lil,0.4,disjointWith*,tensor,24,2.784039624966681
pizza,lil,0.4,disjointWith*,bfs,24,4.700328334234655
pizza,lil,0.4,disjointWith*,tensor,25,2.745776291936636
pizza,lil,0.4,disjointWith*,bfs,25,4.612458708230406
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,1,5.938240500167012
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,1,3.454497375059873
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,2,5.878083917312324
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,2,3.408747958019376
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,3,5.945743792224675
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,3,3.3505892916582525
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,4,5.931596125010401
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,4,3.446505125146359
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,5,5.935370791237801
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,5,3.3403963749296963
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,6,5.976537625305355
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,6,3.4056029999628663
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,7,5.852439290843904
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,7,3.4063012921251357
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,8,5.975388125050813
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,8,3.356443832628429
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,9,5.926135499961674
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,9,3.4576876247301698
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,10,5.9253020831383765
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,10,3.341962084174156
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,11,5.9600819163024426
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,11,3.416809540707618
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,12,5.868961958214641
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,12,3.414282917045057
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,13,5.988126875367016
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,13,3.3487247922457755
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,14,5.956727707758546
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,14,3.4452938339672983
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,15,5.957897833082825
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,15,3.333681291900575
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,16,5.960302290972322
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,16,3.414466875139624
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,17,5.872921957634389
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,17,3.4198566656559706
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,18,5.96343620819971
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,18,3.3515984998084605
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,19,5.949180167168379
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,19,3.4399257078766823
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,20,5.967382499948144
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,20,3.3485530419275165
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,21,5.975488584022969
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,21,3.408441042061895
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,22,5.851940375287086
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,22,3.416174416895956
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,23,5.978686375077814
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,23,3.3664445830509067
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,24,5.9523204998113215
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,24,3.4327240833081305
pizza,dok,0.4,(disjointWith | type)* subClassOf,tensor,25,5.9603506247513
pizza,dok,0.4,(disjointWith | type)* subClassOf,bfs,25,3.3474576249718666
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,1,13.418698458001018
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,1,3.9556569159030914
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,2,13.413005125243217
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,2,3.841478167101741
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,3,13.417074500117451
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,3,3.95558370789513
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,4,13.43728591594845
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,4,3.8356516249477863
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,5,13.43559949984774
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,5,3.97399541689083
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,6,13.420059209223837
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,6,3.8563736248761415
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,7,13.43702004197985
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,7,3.9495964171364903
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,8,13.36883516702801
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,8,3.8556534578092396
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,9,13.40550454100594
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,9,3.9668347500264645
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,10,13.373293082695454
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,10,3.8351867920719087
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,11,13.388250125106424
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,11,3.956909750122577
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,12,13.467331875115633
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,12,3.8475887910462916
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,13,13.447608957998455
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,13,3.9383854577317834
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,14,13.440727374982089
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,14,3.855265083257109
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,15,13.429765958804637
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,15,3.96596358390525
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,16,13.355140208266675
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,16,3.8505409159697592
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,17,13.444195666350424
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,17,3.9663692922331393
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,18,13.513278750237077
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,18,3.854281249921769
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,19,13.43332887487486
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,19,3.9505079588852823
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,20,13.361846167128533
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,20,3.8408698751591146
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,21,13.46652266709134
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,21,3.941801375243813
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,22,13.519634624943137
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,22,3.8474824163131416
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,23,13.399953291285783
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,23,3.9500225842930377
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,24,13.408282459247857
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,24,3.8582386667840183
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,tensor,25,13.427633416373283
pizza,dok,0.4,(subClassOf | onProperty)+ disjointWith*,bfs,25,3.9503290001302958
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,1,21.168532624840736
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,1,5.018398458138108
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,2,21.09424520796165
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,2,5.099204916972667
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,3,21.054508958943188
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,3,5.080276125110686
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,4,21.133092333562672
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,4,5.007598208729178
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,5,21.0416714171879
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,5,5.092716166749597
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,6,20.980658541899174
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,6,5.0633980836719275
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,7,21.01517333323136
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,7,5.004282874986529
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,8,20.98747320845723
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,8,5.04170029098168
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,9,21.077680208254606
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,9,5.093048958107829
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,10,21.048811458051205
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,10,5.004356208723038
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,11,21.02238199999556
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,11,5.074109874665737
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,12,21.05851462483406
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,12,5.053590292111039
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,13,21.037142584100366
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,13,4.982420000247657
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,14,21.034469374921173
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,14,5.077639332972467
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,15,20.988055584020913
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,15,5.075030375272036
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,16,21.174075333867222
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,16,4.994174249935895
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,17,21.006544874981046
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,17,5.108066834043711
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,18,20.98948379093781
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,18,5.069026291836053
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,19,21.110983334016055
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,19,5.00893241725862
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,20,21.003967124968767
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,20,5.046374541707337
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,21,21.044090708717704
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,21,5.118894208222628
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,22,21.052143667358905
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,22,5.0140627501532435
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,23,20.98475004127249
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,23,5.092784207779914
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,24,21.020474665798247
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,24,5.06728533282876
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,tensor,25,21.096584082581103
pizza,dok,0.4,disjointWith type subClassOf (onProperty | disjointWith)*,bfs,25,4.997855917084962
pizza,dok,0.4,disjointWith*,tensor,1,2.8162877918221056
pizza,dok,0.4,disjointWith*,bfs,1,1.9140158747322857
pizza,dok,0.4,disjointWith*,tensor,2,2.7379074580967426
pizza,dok,0.4,disjointWith*,bfs,2,2.015909417066723
pizza,dok,0.4,disjointWith*,tensor,3,2.706664458848536
pizza,dok,0.4,disjointWith*,bfs,3,2.003887665923685
pizza,dok,0.4,disjointWith*,tensor,4,2.683526000007987
pizza,dok,0.4,disjointWith*,bfs,4,1.9792649578303099
pizza,dok,0.4,disjointWith*,tensor,5,2.7843120000325143
pizza,dok,0.4,disjointWith*,bfs,5,1.9231801251880825
pizza,dok,0.4,disjointWith*,tensor,6,2.7742029996588826
pizza,dok,0.4,disjointWith*,bfs,6,1.9218470002524555
pizza,dok,0.4,disjointWith*,tensor,7,2.747980124782771
pizza,dok,0.4,disjointWith*,bfs,7,1.988134833984077
pizza,dok,0.4,disjointWith*,tensor,8,2.675428374670446
pizza,dok,0.4,disjointWith*,bfs,8,2.000910291913897
pizza,dok,0.4,disjointWith*,tensor,9,2.704853582661599
pizza,dok,0.4,disjointWith*,bfs,9,1.983591292053461
pizza,dok,0.4,disjointWith*,tensor,10,2.780570708680898
pizza,dok,0.4,disjointWith*,bfs,10,1.9218462919816375
pizza,dok,0.4,disjointWith*,tensor,11,2.766953291837126
pizza,dok,0.4,disjointWith*,bfs,11,1.9161172499880195
pizza,dok,0.4,disjointWith*,tensor,12,2.749478083103895
pizza,dok,0.4,disjointWith*,bfs,12,2.0196613748557866
pizza,dok,0.4,disjointWith*,tensor,13,2.679666666314006
pizza,dok,0.4,disjointWith*,bfs,13,2.012443041894585
pizza,dok,0.4,disjointWith*,tensor,14,2.6946990843862295
pizza,dok,0.4,disjointWith*,bfs,14,1.96934387460351
pizza,dok,0.4,disjointWith*,tensor,15,2.773481708019972
pizza,dok,0.4,disjointWith*,bfs,15,1.9299579579383135
pizza,dok,0.4,disjointWith*,tensor,16,2.8551675002090633
pizza,dok,0.4,disjointWith*,bfs,16,1.9182149576954544
pizza,dok,0.4,disjointWith*,tensor,17,2.748866042122245
pizza,dok,0.4,disjointWith*,bfs,17,2.0262010409496725
pizza,dok,0.4,disjointWith*,tensor,18,2.6914795422926545
pizza,dok,0.4,disjointWith*,bfs,18,2.019595957826823
pizza,dok,0.4,disjointWith*,tensor,19,2.696779209189117
pizza,dok,0.4,disjointWith*,bfs,19,1.9983514999039471
pizza,dok,0.4,disjointWith*,tensor,20,2.690802250057459
pizza,dok,0.4,disjointWith*,bfs,20,1.9800709579139948
pizza,dok,0.4,disjointWith*,tensor,21,2.78078579204157
pizza,dok,0.4,disjointWith*,bfs,21,1.9169002496637404
pizza,dok,0.4,disjointWith*,tensor,22,2.7623141249641776
pizza,dok,0.4,disjointWith*,bfs,22,1.9783802502788603
pizza,dok,0.4,disjointWith*,tensor,23,2.6958122081123292
pizza,dok,0.4,disjointWith*,bfs,23,2.010165666695684
pizza,dok,0.4,disjointWith*,tensor,24,2.6844889167696238
pizza,dok,0.4,disjointWith*,bfs,24,1.9892277917824686
pizza,dok,0.4,disjointWith*,tensor,25,2.7846948746591806
pizza,dok,0.4,disjointWith*,bfs,25,1.9174412917345762
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,1,6.7206765417940915
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,1,5.963443166110665
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,2,6.653052582871169
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,2,5.920255791861564
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,3,6.764630166813731
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,3,5.8462008330971
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,4,6.804688458796591
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,4,5.909023249987513
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,5,6.6356297503225505
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,5,5.9135358752682805
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,6,6.698036457877606
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,6,5.915965416003019
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,7,6.772001916076988
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,7,5.895308333914727
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,8,6.6325087090954185
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,8,5.912246958818287
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,9,6.727138792164624
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,9,5.825744125060737
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,10,6.7374118329025805
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,10,5.8260730830952525
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,11,6.692228333093226
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,11,5.936224542092532
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,12,6.662943750154227
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,12,5.918012832757086
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,13,6.762473625130951
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,13,5.9029542920179665
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,14,6.6404655002988875
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,14,5.929077750071883
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,15,6.645355541724712
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,15,5.891371458303183
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,16,6.746019792277366
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,16,5.808650374878198
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,17,6.69226691685617
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,17,5.938933541998267
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,18,6.630180166102946
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,18,5.903922332916409
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,19,6.733326875139028
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,19,5.820162750314921
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,20,6.722145500127226
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,20,5.932263624854386
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,21,6.634036125149578
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,21,5.898320250213146
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,22,6.757096374873072
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,22,5.7944890833459795
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,23,6.733805750031024
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,23,5.8978979997336864
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,24,6.6485381671227515
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,24,5.883938709273934
pizza,csr,0.6,(disjointWith | type)* subClassOf,tensor,25,6.709878415800631
pizza,csr,0.6,(disjointWith | type)* subClassOf,bfs,25,5.849768208805472
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,1,15.757192499935627
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,1,7.9607164999470115
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,2,15.732115457765758
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,2,7.93731629056856
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,3,15.772784959059209
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,3,8.031396625097841
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,4,15.764503750018775
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,4,7.8976175407879055
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,5,15.728090582881123
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,5,7.855862749740481
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,6,15.684376041404903
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,6,7.98558170767501
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,7,15.685648124665022
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,7,7.9126418749801815
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,8,15.793362708296627
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,8,7.995942458044738
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,9,15.61810191674158
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,9,7.904670165851712
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,10,15.724218165967613
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,10,7.900354917161167
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,11,15.745538416784257
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,11,7.985133791808039
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,12,15.729769374709576
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,12,7.86581441713497
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,13,15.703984540887177
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,13,7.919407499954104
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,14,15.686950874980539
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,14,7.971511332783848
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,15,15.720168916974217
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,15,7.847113624680787
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,16,15.71514204191044
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,16,7.991288082674146
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,17,15.821648665703833
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,17,7.864231749903411
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,18,15.738675207830966
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,18,7.888226957991719
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,19,15.662821250036359
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,19,7.975590583868325
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,20,15.755944458767772
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,20,7.875053917057812
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,21,15.71974724996835
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,21,7.997166541870683
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,22,15.791680208873004
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,22,7.9080398343503475
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,23,15.757506917230785
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,23,7.939321333076805
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,tensor,24,15.62556495796889
pizza,csr,0.6,(subClassOf | onProperty)+ disjointWith*,bfs,24,7.965770666953176
